"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"60f1cc4905e25743cfd63490","75b86f3e-e798-4d21-948e-9213103b9677","PHYSICAL","shop","the-lagoon-soothing-cleanser","The Lagoon Soothing Cleanser","<p class="""" style=""white-space:pre-wrap;"">Awaken your skin and your senses. Our specially designed formula for sensitive skin creates a cushiony-soft lather that melts away impurities, makeup, and dead skin cells to unclog your pores, leaving your skin feeling silky smooth and moisturized.<br><br><strong>Suitable for all skin.<br></strong>Especially beneficial for combination and sensitive types.<br><strong><br></strong>5.07 oz | 150 mL</p>","x3ha6laxuh","","","","","","","","","","","","","28.00","0.00","No","996","/skincare, /non-sale","Cleanser","0.53","7.5","10.5","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6008bc7a2c4aec50611ac62d/1632705028457-WX822XXKNORYSEMHV0MD/3-best-greener.png https://images.squarespace-cdn.com/content/v1/6008bc7a2c4aec50611ac62d/1632706670756-EKLZ1M0XDM3M1254TDXG/2-5.png https://images.squarespace-cdn.com/content/v1/6008bc7a2c4aec50611ac62d/1632706612090-M6AG21LJABZTWMRF3OQ8/1-best.png https://images.squarespace-cdn.com/content/v1/6008bc7a2c4aec50611ac62d/1632441916190-QTJ34B2B62TMH0NQ6OK5/2-best.png https://images.squarespace-cdn.com/content/v1/6008bc7a2c4aec50611ac62d/1632532044346-JXCX6LYB5OJR4MSEFWBZ/landing2.png"
